0,1,2,3,4,5,6,7,8
ITLN1,FAXDC2,CNKSR1,RP11-392P7.6,FBXL14,SMG7,ADAT3,RP11-206L10.2,C15orf41
SLCO4A1,RP11-385F7.1,RASIP1,ZNF223-1,RP11-326F20.5,MST4,PLEKHG4,DVL2,TAF13
C6orf229,ACSBG1,RP11-692D12.1,AC104809.3,CCDC41,ZC3HC1,RP11-297N6.4,DHRS3,CTC-338M12.5
AC011893.3,RP11-815J21.2,ANKRD23,LINC00299,RP11-385D13.3,SMIM19,OIP5,MYO9A,RP5-1136G13.2
ZSCAN31,AVIL,ZNF365,MTSS1L,NETO2,RPP30,PVRL1,DENND4B,E2F5
CD1E,RCAN1,MTCP1,AC026202.1,PLEKHG4,RTF1,FAM21A,UHMK1,LRRCC1
CD1B,RP5-1021I20.1,RP4-789D17.5,ANKRD34B,RP11-131L23.1,SQLE,ZNF135,C8orf33,C1RL-AS1
FAM209A,FSD1,ABHD16B,CA6,EPHX1,GOT1,DKFZP434E1119,MINPP1,FAM193B
PPT2-EGFL8,RP11-181C3.1,RP11-95D17.1,RP11-266J6.2,POU5F2,L3MBTL3,SNRPA1,DHX36,CNN3
CTD-2545M3.2,DNASE1L3,AMZ1,FAM151B,RP11-430H10.1,CBX6,MSH5,YPEL2,BLOC1S3
PLGLB1,HSPA1L,AC007228.5,LINC00852,ADAT2,SLC25A53,CHTF18,TPPP3,ZNF765
PLS3,PRKAR2B,PGBD3,AC011747.4,C4orf36,MYO5A,ZNF416,RP11-83A24.2,IL3RA
CTD-2651B20.3,IRAK1BP1,ABLIM2,AE000662.92,HARBI1,UPF2,PRDM8,PERP,ORC6
CTD-2086O20.3,KLHL3,AC109333.10,SSC5D,TMEM110,C19orf25,PIK3R3,ORMDL2,HOMER1
CCDC62,RFPL2,CPA5,OTOA,NANP,ZMYM4,ZNF841,TUBA8,AC009133.14
DLC1,PYGM,RP1-244F24.1,KNTC1,DBF4B,TAB2,MIR497HG,SMIM5,MBLAC2
LINC00656,TAS2R14,PCBP3,RP11-46H11.3,RP11-464F9.20,PDIA4,USPL1,HTR3A,PIK3R2
FAM167A,PRMT5-AS1,RP1-257A7.5,B3GNT9,TRIM24,C14orf93,RP11-166O4.6,MUC12,SLC25A35
ADAMTSL5,EML6,RP11-643M14.1,GP5,ZNF529,PRPSAP1,ZNF443,TRIP10,GLTSCR1
CTD-3088G3.8,ABCD2,PRR19,PIWIL1,ZDHHC20,TOMM40,HIST3H2A,TCTN3,MCF2L-AS1
RTKN,ZNF80,B3GNT9,RBMS2,RP11-166P13.4,SMIM15,HECTD4,AC016700.5,NLRP12
WDR66,PLLP,MLLT4,AC005253.4,EFCAB11,SNX19,ZNF543,TOX2,RP11-505K9.1
ZNF578,C1orf198,RP11-160H22.5,RILPL1,UBE2T,USP12,RRP1,RP11-1348G14.5,NCR1
RP11-56B16.4,THBS1,CTC-454I21.3,NLGN4Y,AC009299.3,XRCC5,LDHD,RP11-545I5.3,FAM219A
CTD-2541M15.4,ZNF613,ZFP2,RP11-282O18.3,FDXACB1,DCUN1D1,CCDC157,ZNF35,RP11-344P13.6
CTD-2540F13.2,HIST1H4H,RP1-100J12.1,RP11-559M23.1,MSH5,PARP6,ZFX,CCDC96,COCH
RAPGEF3,NDUFB9,CTD-2227I18.1,PRSS53,ASTN2,TOMM70A,TMEM205,TTC8,RAB39B
AC015971.2,NOL9,RP11-271K21.11,PLEKHH2,UCP3,ZBTB10,PTTG1IP,B4GALT6,RP11-192H23.6
CTD-2541M15.1,KCNN4,SCRG1,AC013449.1,NBPF3,EEA1,YEATS4,FBXO10,RLN2
RP11-161M6.3,DSTYK,LINC01063,ZNF219,YTHDC1,COX15,POLR1E,KIAA1429,MFSD9
CHRNA1,NUP188,TMOD1,SLC26A1,RP5-886K2.3,TMEM248,PHAX,FAM114A2,ZNF234
DYX1C1,ZFP91,AC006129.1,CNKSR1,SPAG4,EPS15L1,CLNS1A,TMEM102,RP11-284N8.3
EMP1,HECTD3,ZNF449,DSCR9,LRRC29,GFM1,OPA1,GAB3,SERINC2
RP11-290D2.3,WNK1,RP11-77H9.8,RNU11,ZNF197,HEATR5B,ANGEL2,SUGT1,DTX1
PBK,BRAP,RP11-342I1.2,DPY19L2,ITPKC,EHD1,ACTL6A,NBR1,TMEM135
GPER1,PUS7L,CNIH4,SNORA40-1,SLC9A3R2,PAOX,TMEM5,TMEM167B,FXR2
ZNF625,GEMIN6,FAM65C,TRNP1,PPP1R3B,WRN,VARS,MBD6,CAD
FAM127C,DHPS,RILPL1,SPDYA,PHF1,ZBTB2,FASTKD1,MAPRE2,MED18
CTC-338M12.6,KDM1A,CTD-3064H18.1,NUAK1,SLC26A2,CC2D1A,CENPQ,PLAGL2,LAIR2
CTA-14H9.5,RP11-52J3.3,UNC45B,RP11-692D12.1,MARK4,DENND6A,FAM160B2,DDX6,LYPD2
ZFP28,YY1AP1,RAB23,SYCP3,C17orf58,RBM43,GTF2E2,GHDC,COPG2
ZNF433,ABHD16A,RAVER2,FAM47E-STBD1-1,NADK2,ACVR2A,POLA2,PTS,UAP1L1
ZNF763,TMEM259,PHLDB2,ATP8A2,SLC30A1,MRI1,GORAB,ZZZ3,RP11-4F5.2
RP11-163N6.2,TNFAIP8L1,FAM47E-STBD1-1,RP11-15H20.7,NEK4,IGF2BP2,ASH2L,CLDN23,LNX2
FKBP9,ZNF34,RAB30-AS1,ECT2,RTKN2,CDCA5,AC002310.12,RP5-1148A21.3,PSEN2
ZNF711,TBC1D14,MAK16,HSF4,DISC1,MSH5,CENPK,PPP2R5E,ACY3
PROC,DSCR3,MED24,MINOS1-NBL1,RLF,PVR,ZNF141,TTC26,RP11-390P2.4
SRGAP1,ADNP,PPFIBP2,RNASE3,PDCD4-AS1,CCDC157,ATRIP,SLC2A11,KCTD2
RP11-803D5.4,UBR7,KLC4,KRT73,CENPBD1,FANCE,H3F3C,CASZ1,ZNF718
INHBA-AS1,DDX60,XPR1,KRT8,AC074183.4,ADAT2,LIN7C,GPR84,ST3GAL6
C7orf25,MRPL45,TGIF2,ZKSCAN2,ZXDB,CUL7,EIF2B3,CENPU,ZC3H10
RP11-791G15.2,MPDU1,INTS6-AS1,GATA2,RELL2,PLEKHG4,NAPA-AS1,HPDL,TIMELESS
DPF3,VPS39,TBC1D5,RP11-434H6.6,TRIM66,SCGB1C1,FAM115A,SESTD1,SYNJ2
RP11-111J6.2,DEPDC5,FAM118A,NPIPB6,AL590452.1,SLC24A1,MT-CO3,PREPL,FLJ27365
SCARA5,CLIC2,CUL2,PPP2R3A,ZNF707,NAGS,FKBP15,DDHD1,ATP6V0C
SIPA1L2,PPP1R13L,RPP25L,CTD-2083E4.6,HIST2H2BE,SLC25A16,ZNF585B,KPNA1,ARHGEF12
LRRC16B,MFSD3,DTD1,AP001046.6,DNAJC27-AS1,ARHGAP21,DGKE,HACL1,RP11-334C17.5
ESR2,H2AFY2,ZNF7,AC007228.5,UBR3,GPR34,TERF2,USP11,KLRC2
AC016683.5,EXOC8,PURA,RP1-224A6.3,NCOA6,CXorf23,SEC22C,SLC44A1,TTLL1
PGF,LINC00341,METTL4,RP11-271K21.11,ZFYVE1,CCNE1,GPR180,COASY,SNED1
PCSK6,GUCY1B3,AC002310.12,RP11-80H8.4,LINC01135,C1orf233,MTL5,ATP6V0A1,RP11-686O6.2
CTD-2659N19.9,ZNF615,ZCCHC10,RP5-1057J7.6,KLF16,NANP,SLC25A33,PAFAH1B2,GOLGA7B
CACNA1C,STXBP5,AUH,FAM167B,ZFP91,XRCC3,C1orf27,C6orf48,IDUA
RP11-46D6.1,C16orf52,H3F3C,LRP3,AC007228.9,RP11-582J16.5,ATG9B,RSBN1L,SLC38A7
SHCBP1,UTP14C,GPALPP1,CTC-444N24.6,NUP50,RP5-1103G7.4,STAG1,BACH1,LINC00115
NEB,TPM3,USP40,RP11-379F4.9,C11orf54,RP13-516M14.1,NTMT1,TPM2,ARMCX2
TNFRSF11A,INPP5E,CCDC43,SCRG1,GPATCH11,CTSK,USP40,MARVELD1,RACGAP1
CTD-2571L23.8,B3GALNT2,CDK11A,RP11-16N11.2,DLGAP3,NKAPL,RLIM,IFT172,C10orf91
FOXM1,LAPTM4B,LRRC7,RP11-379K17.12,CEP164,RP11-215P8.3,YIPF5,NUCB2,MPP5
CTA-293F17.1,MYPOP,SEPT10,PLD1,SMARCD2,CACFD1,STRN4,OXSR1,AC020571.3
SERPINB2,GUF1,RP11-412D9.4,RP11-10K16.1,MSANTD2,MAP6D1,POLR1A,ZFP36L1,ACVR1B
DACT1,PELI3,VTI1A,TMEM169,FGGY,ZNF286A,SS18,PLTP,LACE1
RP4-561L24.3,ZNF684,C12orf68,COX6B2,FCF1,HIST3H2A,C2CD3,RPUSD1,TLR5
ZNF709,METTL20,ZBTB6,ABCG2,METTL2A,DCP1A,SLAIN2,BCAT1,TRPM2
AC004540.4,ZNF558,CDAN1,DAPK2,RUNDC1,RP11-326F20.5,RFXANK,MYO1E,PGM3
AC004540.5,ZNF117,FAM174B,C1orf101,C12orf42,EPB42,APOBEC3F,TONSL,RP1-102H19.8
HOXA-AS2,CCDC24,RPS6KA2,OSGEPL1-AS1,PRKAR1B,ZNF841,TRUB1,ZMYND19,ZNF410
RP11-159H10.3,HILPDA,RMI1,RP11-647K16.1,HEMK1,STARD8,EPOR,SGOL1,SUSD4
RP11-571M6.7,ZNF501,XKR6,SERINC4,RDH5,NR2C2,ABHD8,LBX2-AS1,RP11-407N17.5
SYTL4,KIAA0556,RNF43,PPIP5K1,OSBPL3,ZSWIM1,ETV3,TTTY14,VNN1
MAP1B,RASGEF1A,RP11-428J1.5,MEX3B,LSS,HMGN3-AS1,WIZ,TAF1B,LINC00672
DNAJC5B,IL23R,TTC9,RASIP1,AP003774.1,KDM8,KLHL22,GABPA,MIB1
RP11-552D4.1,QPRT,BAIAP3,SYNM,MAPK8IP3,CPAMD8,STYXL1,PAF1,F5
AC139100.2,USP18,ZBTB9,RP11-261C10.3,MRGBP,ZNF417,TCF19,LRRC14,IFT46
NEK2,NDOR1,LRP5L,CTD-2054N24.2,HYI,GAPVD1,PSMD9,RPRD1A,SMAD7
FGF14-AS2,PON2,IL15RA,RP11-643M14.1,CTC-250I14.6,MAGIX,PLAA,LTN1,CREB5
C5orf27,EDC4,COG5,RP11-517I3.1,PPP1R21,FEM1C,GOLGA4,ALG8,SPATA6
ANKHD1-EIF4EBP3,AC004951.6,C1QTNF6,C15orf26,RPP25,HDHD1,SNX10,ZNF33A,RP11-1407O15.2
RP11-588G21.2,EARS2,C17orf75,KCNJ14,HEXIM2,RBM12B,SCYL2,ZNF431,ANKRD16
AC005932.1,RWDD3,RP11-267N12.3,SLC27A2,ZNF124,GNA12,RP11-67L2.2,DENND1B,AC132872.2
RP11-98D18.3,ZDHHC8,CCDC141,ZNF57,ABAT,PRICKLE4,XKR6,CCND2,RAB6A
CTC-209H22.3,BCL2A1,HRASLS2,NCAPH,APOBEC3D,LINC-PINT,ZNF530,USP14,RP11-166P13.3
RP11-490M8.1,PAFAH2,AC021860.1,LIPC,DDX3X,FIP1L1,PCOLCE,IGF2BP2,AC023590.1
CTC-550B14.7,TMEM40,ITPRIPL1,IL1RL2,HIRA,ZFYVE26,KIF23,ATP6V1D,SPRY1
MYCBP2-AS1,UBXN7,RP11-876N24.4,EIF4EBP3,PARP16,MRE11A,GMPPB,CXorf23,ARL15
PFKFB2,DUSP4,ZNF79,WNT5B,DHX9,NOD2,FBXL19,ZNF493,ZNF432
RP3-380B8.4,ZNF202,GMPPB,SENP8,MTERF,FAM220A,MORC4,ARL2,PTCD2
RASA4B,C14orf182,TRAPPC2P1,CTD-2616J11.2,ZW10,CDK17,XYLT2,GTF3C4,FANCD2
RP11-356N1.2,GNPAT,OSBPL3,RP11-279F6.3,FUT8,FBXO22,UBTD2,SGCA,ZNF257
GLIPR1L2,RP11-442H21.2,LSM7,ANKRD23,LONP1,RP11-262H14.3,HRASLS2,BACE1,POP1
RP11-787I22.3,SLC16A4,TFAP4,RP11-438L19.1,MAP3K7,ZNF333,RP11-428J1.5,CCNJ,RP11-386G11.5
MEG3,NIN,RPUSD1,RP11-227D13.4,MROH1,CROCC,BCO2,PARPBP,UVSSA
AQP10,EID2B,SLC17A5,ARHGEF4,ZMYND8,PRKRA,SIRT4,ARHGAP33,KB-431C1.4
ZNF724P,GPN2,PFDN1,CCNI2,BRCC3,TANGO6,PAPOLG,MCPH1,ERCC8
SLC3A1,CRCP,ERP29,SIGLEC12,TMEM209,VWA8,RP3-508I15.19,CCDC71,EPT1
NUP62CL,ZNF429,GSE1,FAM178B,ARL8A,ARL5B,GOLIM4,C9orf41,DUSP16
PM20D1,HDAC10,AGFG1,AC010894.5,SLC25A1,MB21D1,PSPH,HIST1H1B,AL928768.3
DOCK4,TUBA1C,UTP15,CACNA1C-AS1,C11orf30,FAH,MAPK14,FAM3B,GPD2
LINC01119,TUBB2A,TNIP2,AC007879.7,NLE1,TRNAU1AP,RP11-446N19.1,CUL7,TMEM30B
USP27X,OSBPL5,RP11-473M20.14,KLHL23,KCTD17,EFR3A,RP11-589C21.5,CHTF18,SETBP1
RP1-265C24.8,SH3BP5-AS1,ZNF197,PLEKHM3,FADS2,BCL2L12,ZNF93,C7orf49,PTGR2
FOXN3-AS1,TRAPPC9,FAM174A,CCNB2,MAPK7,WDR73,CARD6,MTBP,ZSWIM6
GTF2IRD1,TBC1D13,RNF25,RGPD2,KIAA1328,DEAF1,LCAT,RP11-76E17.3,NPIPB11
ENAH,ZNF526,MTG2,JMJD7-PLA2G4B,YKT6,ETFDH,RAD54B,NAGS,TAPT1-AS1
RAPH1,EXOC6,FAM76A,CIB2,RFC4,PPM1D,CTB-32O4.2,ZNF416,TAPT1
RP11-439L18.2,LIMS1,SYCE1,TTC34,RNF214,SGTA,SPIRE2,KLRC4,AEBP2
PLVAP,FAM195B,DLG4,ALS2CR12,EXOSC10,ZFYVE16,AIM1L,CMC4,KCNK12
TMEM63C,DYRK1B,RAPGEF2,CANT1,PIAS2,MYO19,USP35,TST,FNTA
SOX12,ALG2,DHX15,CSTF1,PDE8A,TTI2,LRP5L,ALG9,TMOD2
CTD-3154N5.1,ORC2,MAP1S,NDUFAF1,SMIM19,GNPAT,KIFC3,SNIP1,ZNRD1-AS1
ITPKB-AS1,KIAA2018,MPP6,PRPS2,BDH1,RFX1,DISP1,RP11-867G23.8,LINC00920
BRSK1,PHF8,ATG4B,ISG20L2,USP8,TMEM185B,AP001062.7,FOXP1,MFAP3
RP4-607J23.2,LINC01004,MASTL,VAPA,GTF2F2,FAM228B,TNFRSF12A,RASSF2,RP11-430B1.2
TRIM54,TAF11,ABCB10,AFTPH,VBP1,ABCB7,DEPTOR,CASP6,ZFP57
RP4-684O24.5,ETFDH,KLHL15,ANAPC10,AC002117.1,SAMD9,DICER1-AS1,CDKN2C,CLPB
AC104699.1,INTS7,SGOL2,TRIM33,MAST4,FAM168B,RPS6KA5,CGRRF1,HEATR5A
ATP2A1,GCNT2,ZNF510,LINC00843,C3orf17,CNST,RP11-79P5.9,ME2,CD3EAP
SLC35A3,CTC-378H22.2,GANC,ZNF649,FBXO11,ORC3,ZSWIM8,DYNC1I2,LINC00944
P4HTM,ENTHD2,TANGO6,ZNF785,DTNB,USE1,DCAKD,CASC3,CTD-2231E14.8
ZMYND11,ZNF260,RP4-673M15.1,GCSH,ACSS1,BCLAF1,C10orf12,PEPD,TCEANC
C10orf118,PUS3,ZNF275,POMGNT2,CUL3,YIPF6,NUP50,EGFL7,WDPCP
C6orf89,IL4I1,MYH3,OSBPL1A,EPM2AIP1,RANGAP1,PTGS2,CEP63,ZNF496
CRNKL1,AC062017.1,SLC25A29,ADCK1,DDX19A,TNPO3,ZNF564,KLF11,FOLR2
ILKAP,SIRT6,RNLS,ZNF845,DDX23,CCDC6,E2F4,ZNF217,FLVCR1-AS1
SEC31A,PTBP2,ZNF674-AS1,ZNF540,RP11-792A8.4,NDUFS1,CACNA1A,RP11-347P5.1,ZNF793
EMC10,MYO7B,ZNF337-AS1,KIAA1524,NPRL3,NOL10,NAT14,PZP,TRAM2
MPC2,ZNF844,KB-1507C5.2,FKBP1C,RPS25,HIST1H2BC,SERAC1,EFNA4,SCLY
SUV420H1,CEP97,TMEM67,TIGD6,SRSF1,CHUK,FOCAD,KLHL22,TNS3
METTL18,SEPHS1,FAM102B,FRS3,POMT1,TRRAP,CENPO,FAM109B,RAP2A
DPP8,ERLIN1,MICALL1,RP3-400N23.6,MLLT10,C6orf203,GPSM2,DHCR24,ZNF799
VPS33A,AP001058.3,SLC35G1,SLC39A14,DUS1L,TTC32,POU6F1,FAM72A,CEP85
DCAF15,RP4-813F11.4,ZNF121,ZNF341,PUM2,C17orf49,ZNF79,HIST1H2AM,IL7
HRAS,ZNF280B,DDX41,MYBL2,SMNDC1,MBNL2,POLR3B,FOCAD,FBXW8
RNF145,RP11-477N3.1,AIFM1,BRICD5,RPP38,SLC1A4,RP11-315I20.1,SBF2-AS1,HS6ST1
RBBP7,CTA-445C9.14,NRL,C15orf38,DYM,TRAK2,CSF1,CTD-2325M2.1,ZNF12
ACOT13,HSF2BP,TRMT2B,LDLRAD3,C16orf87,SMPD4,CDAN1,RRAGD,LRFN1
EP400,C1orf61,MMADHC,DKK3,FAM177A1,CLSPN,CEP164,PER2,MIR181A1HG
STX17,AC016683.5,NR2C1,CXCL10,NDEL1,R3HDM4,FGFR1,RP11-428J1.5,RP11-212P7.2
IQCB1,SCARF2,FTX,CTB-113I20.2,ZNF44,ATP2A2,FAM13A-AS1,CDK7,CCDC7
MDM1,GTF2IRD1,ERAP2,MMP28,C20orf112,TBC1D23,COX10,HTT,GALNT3
NIP7,SLC45A1,HELZ2,AC010761.8,TTC37,RRAGD,SAYSD1,DYRK2,RP3-402G11.25
DYNLRB1,RP11-216B9.6,AKAP10,JAKMIP2,RNF170,XYLT2,ATG9A,SIGMAR1,GRAMD3
CD2AP,ZNF252P-AS1,WDR18,TLCD1,PWP1,RP11-98I9.4,GFPT1,BANP,FAM149B1
AEN,AC017002.1,PIAS4,USP45,C9orf85,PLA2G15,TARBP2,TSPAN2,SLC43A1
DNM1L,RP11-137H2.4,ZBTB45,ZNF616,UHRF2,ARHGAP31,RABL6,LRWD1,CASP5
HPS4,TMEM262,SSBP3,TTLL11,SMS,CLCN1,RFC4,ALAD,ZNF248
SLC46A3,ZNF541,AZIN1,CRIPAK,TATDN2,CTD-3131K8.2,SETD2,SLC25A1,ZNF222
GNPDA1,ADIRF,MPC2,GPR174,IP6K1,AC005306.3,ACAP3,BCKDHB,FBXO5
CASP6,C9orf24,PIGL,RASL11A,WDR5,U2AF1,HTT,PIGU,GRAMD4
RP11-403I13.8,NPHP1,MZT1,FMNL2,MRPS2,TTC1,ELP3,INPP1,RABGEF1
C5orf28,TRBV11-2,LETM1,CTD-2256P15.2,NCAPD2,CDAN1,PBX3,ZNF677,PROCR
SGSH,RHOBTB1,NBEAL2,RP11-1391J7.1,ERO1LB,RP5-827C21.4,POR,SMYD3,CNNM3
ARFGAP2,VPREB1,GADD45A,SFXN2,RP11-79P5.9,ARL5B-AS1,ERGIC1,BET1,ZKSCAN5
PIAS1,RP11-292F22.7,SLFN13,KIF9,RP5-914P20.5,CATSPERG,LRWD1,KLHL18,TTN
ZNF317,CHRNA1,BSCL2,SRGAP3,FGFR1,RP1-29C18.10,SHQ1,SLC46A3,AL139099.1
TRAPPC9,RP11-359K18.3,NCOA5,FAHD1,BAIAP3,ZNF696,CHD9,KDM2A,ZWINT
INPP4A,ZNF763,MSANTD4,GLS,AGBL3,RP11-398C13.6,DZIP3,CHPF,PABPC1L
FTO,DHDH,RABL2A,RTTN,KIAA0391-1,FBXL19,TNFAIP1,EDEM2,CAPN10-AS1
NUDT4,TTC30B,DNMBP,FZD3,ELMO3,VPS54,NIPAL2,RP11-575L7.8,NAB2
TNFAIP8L1,ZNF425,TECPR2,GS1-124K5.11,ZNF696,CACNA1A,FGFBP3,CDK11A,HIST1H4E
ZBED5-AS1,DNAJC9-AS1,TMEM185B,MAN1A1,SMG8,RP5-892K4.1,NCOA1,AP5M1,RP11-796G6.2
CCDC92,DLG5,TMEM199,CCDC151,CTD-2325M2.1,RP3-322G13.5,ZNF354B,SRD5A1,GALNT7
CLYBL,AC008174.3,TTC17,EVI5L,RP3-508I15.19,WDR35,PHC1,SLC2A9,PRKCE
CASP2,CTD-2545M3.2,RP11-218M22.1,SPSB1,C1QTNF6,TMC4,MMAA,TAPBPL,STARD10
MMS19,RP11-466F5.8,GTPBP10,BCL7C,ZNF79,RPS6KA2,FAM189B,PITPNM2,RAB2B
BZRAP1-AS1,ZNF625,CCDC97,ZNF320,RP11-446N19.1,ZBTB9,RP11-977G19.11,TRIP12,C16orf95
ZFX,CUBN,IFIH1,RP11-159D12.2,SH3PXD2A,BCO2,AKAP9,RP11-589P10.5,NAGLU
CEP290,USP54,DNAH1,NDST1,TNFRSF12A,TRMT5,ING2,ZSCAN12,C21orf49
ZBTB24,RP11-513M16.7,MTCH2,RP11-5C23.1,ZEB2-AS1,ABAT,TYSND1,CCDC28B,WASL
HAUS6,BNC2,SNAPC4,CCDC180,ARL10,CCS,HSPA14,PIGS,ARRDC5
ADAM17,NUP62CL,CTD-2521M24.9,RP3-325F22.5,AIM1L,SRRD,EFNA4,AP1B1,CTB-61M7.2
SMG5,C10orf25,PSMG4,RP11-258F1.1,ARHGEF7,DOLPP1,WDR27,FKTN,ZNF438
LIG1,EPM2A,AC091729.9,RP11-6J24.6,RRAGD,TSPYL4,CTC-503J8.6,CBX8,MYOM2
RNF25,DUSP19,SLC9A6,RRM2,LRP5L,ZNF790,OSGEPL1,PEAK1,C17orf72
METTL25,RP11-247A12.2,PMM2,CCNA2,RP5-892K4.1,RPUSD1,FAM49A,CENPJ,FAM13A
SLC35E3,NUPR1L,PCNXL3,GCAT,POLR3B,BSDC1,PAXBP1,RP11-1191J2.5,ERMAP
PJA1,PLS3,SNX16,UTS2,ZBTB3,DFFB,RP11-706O15.1,RP11-319G6.1,HMGA1P4
TMEM87B,ZNF709,C11orf80,NDUFB2-AS1,VEGFA,PRICKLE3,DHX33,GEMIN8,WDR7
ZNF420,NCKAP1,BICD1,DHRS9,LCAT,ABCA7,TSC2,CARM1,SGCB
TRIT1,TUSC1,ZNF493,ZNF549,FAN1,KLF16,CKMT2-AS1,NEFH,CDHR3
UBP1,LCN2,SMYD4,SLC25A15,XXbac-B135H6.18,BRD1,ADPGK-AS1,C1orf112,RP11-542M13.3
C20orf194,RP4-548D19.3,KIAA1009,AP5M1,CTPS2,DCBLD1,AC002467.7,ACY1,EOGT
KRCC1,RP3-466P17.1,SYNJ1,ZNF22,GMPPB,DGCR8,RP11-554J4.1,NAV1,TLE2
NAIF1,SERPINE1,KCTD7,CNNM2,PER2,HDDC3,STOML1,RP11-804H8.6,PROCA1
SRRD,MAMSTR,FLJ00104,TMEM194A,ARHGAP22,HECTD3,IPPK,DNAJC18,ATN1
WASH4P,FRMPD3,DYNC2LI1,SMYD5,RP11-67L2.2,EIF4G3,TDG,MARCH5,SYT17
GBE1,TMEM254-AS1,SIAH1,NDC80,DOCK9-AS2,PDP1,NRDE2,CORO7,SURF4
KDM4A,ZNF284,TXNRD3,PHF2,MAP3K10,NAB1,LSM12,SLC16A7,NDUFA7-1
PPP4R2,AC104655.3,RP5-894D12.3,ARL17B,ATP1A3,NBPF1,ATAD2,XPO6,STX16
ANKMY2,COL4A4,ZNF239,AP1AR,RMI1,UTP14A,PIK3CD,PUS1,ZNF737
TRERF1,VIPR2,SEMA4F,CSTF2,CARD6,UBE2M,KIAA1279,MTMR6,SLC22A5
ZMYND8,RP11-531A24.5,NPR2,PHGDH,CSF1,TP53TG1,DUS4L,ALKBH3,MYEF2
CLUH,PRDM11,ARHGAP11A,BIVM,RNF31,ARL13B,MIR24-2,CD28,ZNF382
FAM120AOS,ESCO2,RP11-381K20.2,BTRC,IRF9,PURB,RANBP6,N4BP1,WDR44
PORCN,SCT,ABHD8,IL4I1,RP11-589C21.5,CCDC82,RFNG,FBXO11,ZNF682
MOSPD2,C9orf169,C1orf51,PHTF1,UBAP1L,RNF219,ZNF330,TFB1M,ROCK2
DCAF16,LRRC56,CTD-2547L24.4,KMT2A,RNF43,C2orf76,PAIP2B,CCL5,MYLPF
ATAD3B,RP13-317D12.3,RP11-442N24__B.1,DHCR7,PLEKHG5,CERS6,PIH1D1,LYSMD4,LONRF1
ZNF514,RP11-260M2.1,TRIM33,NFYC-AS1,CDAN1,ASCC1,AHI1,TMC6,ZNF260
TSC22D2,RP11-707M3.3,ZNF391,PSD4,FBXL19,ZNF836,CAMTA2,FZD3,ZNF764
KCTD10,C9orf116,TSSK6,ERLIN1,FAM13A-AS1,WDR3,LZTFL1,CDC26,FRY-AS1
TNFAIP1,DNAJC5B,RP11-641A6.2,GPA33,RPN2,KDM4A,NEK8,VPS28,ERC1
ORAOV1,ZNF578,CTC-428G20.3,AGER,RP1-102H19.8,BRE,MED13,SEPT5,RGMB
C14orf28,RP11-159H10.3,RHOD,NVL,CEP76,COPS4,MRPL4,FAM131A,CLOCK
KDELC2,Y_RNA,CTD-3203P2.2,ZNF550,ADCY4,C11orf71,RAB1A,GCSH,SRC
B4GALT4,SCARA5,RP11-191L17.1,RP11-134P9.3,POU6F1,WASH4P,SP140L,PDK1,AC062029.1
TADA2A,LOXL2,C7orf43,ZNF382,ZNF860,IL1RN,SPAG9,P2RX1,C9orf139
PRUNE,RP11-265P11.2,B3GALT2,RP11-152N13.5,RP11-398C13.6,CEP95,OSER1-AS1,PGBD4,AP1AR
MCM2,AGAP1,TMEM200A,TMEM177,LGALS9C,ADIPOR2,FAM78A,RHOBTB3,RP11-820I16.4
SLC37A4,LINC00959,ABCA1,ZNF776,NEU3,LRRC40,RBM27,CTLA4,NDC80
JHDM1D-AS1,CTA-293F17.1,FAM218A,RP11-553L6.5,CENPO,PWWP2A,UHRF1BP1L,KIAA1524,HK2
NT5C3A,NEB,PSD,HIVEP2,STX1A,TSC2,AGFG2,F12,TMEM194A
AL645728.1,CTC-550B14.7,BCL2L14,AP000350.4,KRBA2,R3HCC1L,LAMTOR5,ZNF320,RP11-533E19.7
AC002467.7,NPPA-AS1,PAK3,ZNF260,PSPH,VBP1,SRD5A1,C15orf38,RP11-152N13.5
GLCCI1,CTD-2086O20.3,RP11-441O15.3,MORN2,RP11-680A11.5,NUTM2A-AS1,DNAJC18,CENPH,DNHD1
L3HYPDH,GEM,HID1,SLAIN1,RP11-315I20.1,ARHGEF6,GS1-124K5.3,USP45,KCTD9
ZNF169,WDR11-AS1,RPA4,POLB,WDR35,IARS2,PELI2,MCTP2,USP46
TMEM63B,AC004540.4,POLN,DHX33,RP11-111M22.2,ALG6,DMWD,ZRSR2,SMYD5
CCDC9,PBK,CNKSR2,STK40,MFSD9,UBE2H,THBS3,ATP13A2,NFXL1
WRN,C9orf147,DLL3,FANCA,ZNF408,AP5Z1,C15orf48,CHURC1,RP11-134P9.3
CHST14,RP11-15A1.7,RP11-196G18.24,FOXO4,ZNF362,BAP1,CASD1,SBF1,ERLIN1
RFC3,SLC23A3,SGSM1,WDR53,MEGF6,TMEM41A,CCDC120,GDI1,HEATR6
ITPRIP,HIST2H2BF,MEIG1,CKAP5,AP001062.7,MPV17L2,C19orf47,NNT-AS1,CNNM2
EAF1,AC008440.5,YOD1,FAM20B,ESAM,MAN1B1,ZNF347,RBM27,INTS7
FAM20B,AP000254.8,CCDC85C,ZNF584,SLC26A6,C19orf12,CHPF,ZFYVE27,FLVCR1
HIST1H1E,ZNF492,BFSP2,CEBPZ-AS1,RP11-1407O15.2,CARM1,ISOC2,LILRB1,ARL17B
